id;node;profile;pLoad;qLoad;sR;subnet;voltLvl
LV2.112 Load 14;LV2.112 Bus 77;H0-G;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 58;LV2.112 Bus 69;H0-L;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 74;LV2.112 Bus 59;H0-L;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 1;LV2.112 Bus 45;H0-L;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 35;LV2.112 Bus 34;H0-G;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 13;LV2.112 Bus 94;H0-B;0.003;0.001186;0.00322581;LV2.112;7
LV2.112 Load 34;LV2.112 Bus 8;G6-A;0.006;0.002371;0.00645161;LV2.112;7
LV2.112 Load 20;LV2.112 Bus 80;H0-L;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 39;LV2.112 Bus 103;H0-L;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 17;LV2.112 Bus 65;H0-A;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 6;LV2.112 Bus 10;H0-G;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 69;LV2.112 Bus 29;H0-C;0.003;0.001186;0.00322581;LV2.112;7
LV2.112 Load 90;LV2.112 Bus 61;H0-L;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 30;LV2.112 Bus 11;H0-B;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 78;LV2.112 Bus 50;H0-C;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 24;LV2.112 Bus 25;H0-C;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 73;LV2.112 Bus 43;H0-A;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 96;LV2.112 Bus 95;H0-A;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 44;LV2.112 Bus 87;H0-C;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 29;LV2.112 Bus 91;H0-G;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 16;LV2.112 Bus 73;H0-L;0.003;0.001186;0.00322581;LV2.112;7
LV2.112 Load 51;LV2.112 Bus 4;H0-G;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 86;LV2.112 Bus 39;H0-C;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 23;LV2.112 Bus 33;H0-L;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 79;LV2.112 Bus 2;H0-L;0.003;0.001186;0.00322581;LV2.112;7
LV2.112 Load 56;LV2.112 Bus 46;H0-A;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 61;LV2.112 Bus 12;H0-L;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 5;LV2.112 Bus 28;H0-B;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 22;LV2.112 Bus 13;H0-L;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 71;LV2.112 Bus 3;H0-G;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 21;LV2.112 Bus 30;H0-B;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 54;LV2.112 Bus 63;H0-A;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 89;LV2.112 Bus 100;H0-G;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 99;LV2.112 Bus 42;H0-G;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 15;LV2.112 Bus 41;H0-G;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 31;LV2.112 Bus 58;H0-C;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 75;LV2.112 Bus 75;H0-A;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 97;LV2.112 Bus 20;H0-L;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 59;LV2.112 Bus 14;H0-C;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 48;LV2.112 Bus 31;H0-A;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 87;LV2.112 Bus 37;H0-A;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 8;LV2.112 Bus 36;H0-A;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 92;LV2.112 Bus 57;H0-B;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 38;LV2.112 Bus 27;H0-L;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 37;LV2.112 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 26;LV2.112 Bus 83;H0-G;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 28;LV2.112 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 98;LV2.112 Bus 53;H0-G;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 32;LV2.112 Bus 89;H0-L;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 63;LV2.112 Bus 17;H0-A;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 93;LV2.112 Bus 52;H0-C;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 68;LV2.112 Bus 99;H0-B;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 19;LV2.112 Bus 102;H0-B;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 83;LV2.112 Bus 46;H0-B;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 64;LV2.112 Bus 7;H0-B;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 27;LV2.112 Bus 92;H0-L;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 36;LV2.112 Bus 9;H0-B;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 33;LV2.112 Bus 93;H0-A;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 91;LV2.112 Bus 68;G1-B;0.007;0.002767;0.00752688;LV2.112;7
LV2.112 Load 4;LV2.112 Bus 35;H0-C;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 43;LV2.112 Bus 96;H0-L;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 50;LV2.112 Bus 101;H0-B;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 94;LV2.112 Bus 85;G4-A;0.006;0.002371;0.00645161;LV2.112;7
LV2.112 Load 65;LV2.112 Bus 62;H0-A;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 70;LV2.112 Bus 24;H0-B;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 57;LV2.112 Bus 72;H0-L;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 18;LV2.112 Bus 84;H0-A;0.001;0.000395;0.00107527;LV2.112;7
LV2.112 Load 55;LV2.112 Bus 16;H0-G;0.002;0.00079;0.00215054;LV2.112;7
LV2.112 Load 76;LV2.112 Bus 86;H0-L;0.001;0.000395;0.00107527;LV2.112;7
LV2.113 Load 9;LV2.113 Bus 38;H0-C;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 85;LV2.113 Bus 6;G3-A;0.008;0.003162;0.00860215;LV2.113;7
LV2.113 Load 82;LV2.113 Bus 44;G5-A;0.01;0.003952;0.0107527;LV2.113;7
LV2.113 Load 52;LV2.113 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 12;LV2.113 Bus 74;H0-C;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 49;LV2.113 Bus 70;H0-B;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 10;LV2.113 Bus 67;H0-A;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 42;LV2.113 Bus 32;H0-B;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 84;LV2.113 Bus 81;G1-C;0.01;0.003952;0.0107527;LV2.113;7
LV2.113 Load 80;LV2.113 Bus 78;H0-C;0.005;0.001976;0.00537634;LV2.113;7
LV2.113 Load 7;LV2.113 Bus 1;H0-G;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 60;LV2.113 Bus 18;H0-L;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 2;LV2.113 Bus 82;H0-B;0.003;0.001186;0.00322581;LV2.113;7
LV2.113 Load 45;LV2.113 Bus 39;H0-A;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 72;LV2.113 Bus 15;H0-L;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 77;LV2.113 Bus 40;H0-L;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 11;LV2.113 Bus 56;H0-A;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 3;LV2.113 Bus 5;H0-L;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 46;LV2.113 Bus 66;H0-A;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 40;LV2.113 Bus 90;H0-A;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 66;LV2.113 Bus 51;H0-A;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 41;LV2.113 Bus 56;H0-G;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 62;LV2.113 Bus 88;H0-B;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 81;LV2.113 Bus 21;H0-B;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 95;LV2.113 Bus 71;G2-A;0.009;0.003557;0.00967742;LV2.113;7
LV2.113 Load 47;LV2.113 Bus 49;H0-L;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 25;LV2.113 Bus 55;H0-A;0.003;0.001186;0.00322581;LV2.113;7
LV2.113 Load 53;LV2.113 Bus 4;H0-C;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 67;LV2.113 Bus 79;H0-A;0.003;0.001186;0.00322581;LV2.113;7
LV2.113 Load 88;LV2.113 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 14;LV2.113 Bus 77;H0-G;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 58;LV2.113 Bus 69;H0-L;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 74;LV2.113 Bus 59;H0-L;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 1;LV2.113 Bus 45;H0-L;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 35;LV2.113 Bus 34;H0-G;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 13;LV2.113 Bus 94;H0-B;0.003;0.001186;0.00322581;LV2.113;7
LV2.113 Load 34;LV2.113 Bus 8;G6-A;0.006;0.002371;0.00645161;LV2.113;7
LV2.113 Load 20;LV2.113 Bus 80;H0-L;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 39;LV2.113 Bus 103;H0-L;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 17;LV2.113 Bus 65;H0-A;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 6;LV2.113 Bus 10;H0-G;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 69;LV2.113 Bus 29;H0-C;0.003;0.001186;0.00322581;LV2.113;7
LV2.113 Load 90;LV2.113 Bus 61;H0-L;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 30;LV2.113 Bus 11;H0-B;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 78;LV2.113 Bus 50;H0-C;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 24;LV2.113 Bus 25;H0-C;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 73;LV2.113 Bus 43;H0-A;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 96;LV2.113 Bus 95;H0-A;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 44;LV2.113 Bus 87;H0-C;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 29;LV2.113 Bus 91;H0-G;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 16;LV2.113 Bus 73;H0-L;0.003;0.001186;0.00322581;LV2.113;7
LV2.113 Load 51;LV2.113 Bus 4;H0-G;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 86;LV2.113 Bus 39;H0-C;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 23;LV2.113 Bus 33;H0-L;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 79;LV2.113 Bus 2;H0-L;0.003;0.001186;0.00322581;LV2.113;7
LV2.113 Load 56;LV2.113 Bus 46;H0-A;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 61;LV2.113 Bus 12;H0-L;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 5;LV2.113 Bus 28;H0-B;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 22;LV2.113 Bus 13;H0-L;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 71;LV2.113 Bus 3;H0-G;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 21;LV2.113 Bus 30;H0-B;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 54;LV2.113 Bus 63;H0-A;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 89;LV2.113 Bus 100;H0-G;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 99;LV2.113 Bus 42;H0-G;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 15;LV2.113 Bus 41;H0-G;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 31;LV2.113 Bus 58;H0-C;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 75;LV2.113 Bus 75;H0-A;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 97;LV2.113 Bus 20;H0-L;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 59;LV2.113 Bus 14;H0-C;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 48;LV2.113 Bus 31;H0-A;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 87;LV2.113 Bus 37;H0-A;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 8;LV2.113 Bus 36;H0-A;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 92;LV2.113 Bus 57;H0-B;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 38;LV2.113 Bus 27;H0-L;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 37;LV2.113 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 26;LV2.113 Bus 83;H0-G;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 28;LV2.113 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 98;LV2.113 Bus 53;H0-G;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 32;LV2.113 Bus 89;H0-L;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 63;LV2.113 Bus 17;H0-A;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 93;LV2.113 Bus 52;H0-C;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 68;LV2.113 Bus 99;H0-B;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 19;LV2.113 Bus 102;H0-B;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 83;LV2.113 Bus 46;H0-B;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 64;LV2.113 Bus 7;H0-B;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 27;LV2.113 Bus 92;H0-L;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 36;LV2.113 Bus 9;H0-B;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 33;LV2.113 Bus 93;H0-A;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 91;LV2.113 Bus 68;G1-B;0.007;0.002767;0.00752688;LV2.113;7
LV2.113 Load 4;LV2.113 Bus 35;H0-C;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 43;LV2.113 Bus 96;H0-L;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 50;LV2.113 Bus 101;H0-B;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 94;LV2.113 Bus 85;G4-A;0.006;0.002371;0.00645161;LV2.113;7
LV2.113 Load 65;LV2.113 Bus 62;H0-A;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 70;LV2.113 Bus 24;H0-B;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 57;LV2.113 Bus 72;H0-L;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 18;LV2.113 Bus 84;H0-A;0.001;0.000395;0.00107527;LV2.113;7
LV2.113 Load 55;LV2.113 Bus 16;H0-G;0.002;0.00079;0.00215054;LV2.113;7
LV2.113 Load 76;LV2.113 Bus 86;H0-L;0.001;0.000395;0.00107527;LV2.113;7
LV2.114 Load 9;LV2.114 Bus 38;H0-C;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 85;LV2.114 Bus 6;G3-A;0.008;0.003162;0.00860215;LV2.114;7
LV2.114 Load 82;LV2.114 Bus 44;G5-A;0.01;0.003952;0.0107527;LV2.114;7
LV2.114 Load 52;LV2.114 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 12;LV2.114 Bus 74;H0-C;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 49;LV2.114 Bus 70;H0-B;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 10;LV2.114 Bus 67;H0-A;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 42;LV2.114 Bus 32;H0-B;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 84;LV2.114 Bus 81;G1-C;0.01;0.003952;0.0107527;LV2.114;7
LV2.114 Load 80;LV2.114 Bus 78;H0-C;0.005;0.001976;0.00537634;LV2.114;7
LV2.114 Load 7;LV2.114 Bus 1;H0-G;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 60;LV2.114 Bus 18;H0-L;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 2;LV2.114 Bus 82;H0-B;0.003;0.001186;0.00322581;LV2.114;7
LV2.114 Load 45;LV2.114 Bus 39;H0-A;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 72;LV2.114 Bus 15;H0-L;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 77;LV2.114 Bus 40;H0-L;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 11;LV2.114 Bus 56;H0-A;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 3;LV2.114 Bus 5;H0-L;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 46;LV2.114 Bus 66;H0-A;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 40;LV2.114 Bus 90;H0-A;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 66;LV2.114 Bus 51;H0-A;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 41;LV2.114 Bus 56;H0-G;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 62;LV2.114 Bus 88;H0-B;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 81;LV2.114 Bus 21;H0-B;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 95;LV2.114 Bus 71;G2-A;0.009;0.003557;0.00967742;LV2.114;7
LV2.114 Load 47;LV2.114 Bus 49;H0-L;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 25;LV2.114 Bus 55;H0-A;0.003;0.001186;0.00322581;LV2.114;7
LV2.114 Load 53;LV2.114 Bus 4;H0-C;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 67;LV2.114 Bus 79;H0-A;0.003;0.001186;0.00322581;LV2.114;7
LV2.114 Load 88;LV2.114 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 14;LV2.114 Bus 77;H0-G;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 58;LV2.114 Bus 69;H0-L;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 74;LV2.114 Bus 59;H0-L;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 1;LV2.114 Bus 45;H0-L;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 35;LV2.114 Bus 34;H0-G;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 13;LV2.114 Bus 94;H0-B;0.003;0.001186;0.00322581;LV2.114;7
LV2.114 Load 34;LV2.114 Bus 8;G6-A;0.006;0.002371;0.00645161;LV2.114;7
LV2.114 Load 20;LV2.114 Bus 80;H0-L;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 39;LV2.114 Bus 103;H0-L;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 17;LV2.114 Bus 65;H0-A;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 6;LV2.114 Bus 10;H0-G;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 69;LV2.114 Bus 29;H0-C;0.003;0.001186;0.00322581;LV2.114;7
LV2.114 Load 90;LV2.114 Bus 61;H0-L;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 30;LV2.114 Bus 11;H0-B;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 78;LV2.114 Bus 50;H0-C;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 24;LV2.114 Bus 25;H0-C;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 73;LV2.114 Bus 43;H0-A;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 96;LV2.114 Bus 95;H0-A;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 44;LV2.114 Bus 87;H0-C;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 29;LV2.114 Bus 91;H0-G;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 16;LV2.114 Bus 73;H0-L;0.003;0.001186;0.00322581;LV2.114;7
LV2.114 Load 51;LV2.114 Bus 4;H0-G;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 86;LV2.114 Bus 39;H0-C;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 23;LV2.114 Bus 33;H0-L;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 79;LV2.114 Bus 2;H0-L;0.003;0.001186;0.00322581;LV2.114;7
LV2.114 Load 56;LV2.114 Bus 46;H0-A;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 61;LV2.114 Bus 12;H0-L;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 5;LV2.114 Bus 28;H0-B;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 22;LV2.114 Bus 13;H0-L;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 71;LV2.114 Bus 3;H0-G;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 21;LV2.114 Bus 30;H0-B;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 54;LV2.114 Bus 63;H0-A;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 89;LV2.114 Bus 100;H0-G;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 99;LV2.114 Bus 42;H0-G;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 15;LV2.114 Bus 41;H0-G;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 31;LV2.114 Bus 58;H0-C;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 75;LV2.114 Bus 75;H0-A;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 97;LV2.114 Bus 20;H0-L;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 59;LV2.114 Bus 14;H0-C;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 48;LV2.114 Bus 31;H0-A;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 87;LV2.114 Bus 37;H0-A;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 8;LV2.114 Bus 36;H0-A;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 92;LV2.114 Bus 57;H0-B;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 38;LV2.114 Bus 27;H0-L;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 37;LV2.114 Bus 97;H0-B;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 26;LV2.114 Bus 83;H0-G;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 28;LV2.114 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 98;LV2.114 Bus 53;H0-G;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 32;LV2.114 Bus 89;H0-L;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 63;LV2.114 Bus 17;H0-A;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 93;LV2.114 Bus 52;H0-C;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 68;LV2.114 Bus 99;H0-B;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 19;LV2.114 Bus 102;H0-B;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 83;LV2.114 Bus 46;H0-B;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 64;LV2.114 Bus 7;H0-B;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 27;LV2.114 Bus 92;H0-L;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 36;LV2.114 Bus 9;H0-B;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 33;LV2.114 Bus 93;H0-A;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 91;LV2.114 Bus 68;G1-B;0.007;0.002767;0.00752688;LV2.114;7
LV2.114 Load 4;LV2.114 Bus 35;H0-C;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 43;LV2.114 Bus 96;H0-L;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 50;LV2.114 Bus 101;H0-B;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 94;LV2.114 Bus 85;G4-A;0.006;0.002371;0.00645161;LV2.114;7
LV2.114 Load 65;LV2.114 Bus 62;H0-A;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 70;LV2.114 Bus 24;H0-B;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 57;LV2.114 Bus 72;H0-L;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 18;LV2.114 Bus 84;H0-A;0.001;0.000395;0.00107527;LV2.114;7
LV2.114 Load 55;LV2.114 Bus 16;H0-G;0.002;0.00079;0.00215054;LV2.114;7
LV2.114 Load 76;LV2.114 Bus 86;H0-L;0.001;0.000395;0.00107527;LV2.114;7
LV2.115 Load 9;LV2.115 Bus 38;H0-C;0.001;0.000395;0.00107527;LV2.115;7
LV2.115 Load 85;LV2.115 Bus 6;G3-A;0.008;0.003162;0.00860215;LV2.115;7
LV2.115 Load 82;LV2.115 Bus 44;G5-A;0.01;0.003952;0.0107527;LV2.115;7
LV2.115 Load 52;LV2.115 Bus 23;H0-C;0.001;0.000395;0.00107527;LV2.115;7
LV2.115 Load 12;LV2.115 Bus 74;H0-C;0.001;0.000395;0.00107527;LV2.115;7
LV2.115 Load 49;LV2.115 Bus 70;H0-B;0.001;0.000395;0.00107527;LV2.115;7
