node;vm;va;substation;subnet;voltLvl
LV2.115 Bus 40;0.975801;1.00557;NULL;LV2.115;7
LV2.115 Bus 78;0.974695;0.925888;NULL;LV2.115;7
LV2.115 Bus 63;0.988662;0.646912;NULL;LV2.115;7
LV2.115 Bus 39;0.977212;0.762123;NULL;LV2.115;7
LV2.115 Bus 75;0.975088;1.00577;NULL;LV2.115;7
LV2.115 Bus 31;0.982438;0.617832;NULL;LV2.115;7
LV2.115 Bus 67;0.974027;0.964526;NULL;LV2.115;7
LV2.115 Bus 83;0.982324;0.617866;NULL;LV2.115;7
LV2.115 Bus 86;0.992098;0.697277;NULL;LV2.115;7
LV2.115 Bus 17;0.987933;0.647126;NULL;LV2.115;7
LV2.115 Bus 84;0.988365;0.579592;NULL;LV2.115;7
LV2.115 Bus 96;0.988923;0.575761;NULL;LV2.115;7
LV2.115 Bus 77;0.987907;0.647134;NULL;LV2.115;7
LV2.115 Bus 44;0.98094;0.654872;NULL;LV2.115;7
LV2.115 Bus 100;0.98818;0.647053;NULL;LV2.115;7
LV2.115 Bus 66;0.993635;0.772238;NULL;LV2.115;7
LV2.115 Bus 74;0.988555;0.646943;NULL;LV2.115;7
LV2.116 Bus 23;0.977523;0.741956;NULL;LV2.116;7
LV2.116 Bus 53;0.974642;1.01096;NULL;LV2.116;7
LV2.116 Bus 41;0.995454;0.834849;NULL;LV2.116;7
LV2.116 Bus 13;0.977637;0.738069;NULL;LV2.116;7
LV2.116 Bus 99;0.992862;0.760247;NULL;LV2.116;7
LV2.116 Bus 14;0.978026;0.726166;NULL;LV2.116;7
LV2.116 Bus 81;0.980393;0.66367;NULL;LV2.116;7
LV2.116 Bus 15;0.993189;0.772981;NULL;LV2.116;7
LV2.116 Bus 103;0.982047;0.622751;NULL;LV2.116;7
LV2.116 Bus 69;0.983452;0.62234;NULL;LV2.116;7
LV2.116 Bus 27;0.975653;0.811215;NULL;LV2.116;7
LV2.116 Bus 93;0.977829;0.732073;NULL;LV2.116;7
LV2.116 Bus 16;0.98845;0.572338;NULL;LV2.116;7
LV2.116 Bus 94;0.974838;0.854808;NULL;LV2.116;7
LV2.116 Bus 79;0.987596;0.652049;NULL;LV2.116;7
LV2.116 Bus 38;0.984666;0.622725;NULL;LV2.116;7
LV2.116 Bus 97;0.992746;0.755372;NULL;LV2.116;7
LV2.116 Bus 58;0.978775;0.704572;NULL;LV2.116;7
LV2.116 Bus 72;0.985746;0.60919;NULL;LV2.116;7
LV2.116 Bus 82;0.988508;0.651781;NULL;LV2.116;7
LV2.116 Bus 21;0.974611;0.875983;NULL;LV2.116;7
LV2.116 Bus 101;0.993997;0.797792;NULL;LV2.116;7
LV2.116 Bus 22;0.984747;0.621966;NULL;LV2.116;7
LV2.116 Bus 37;0.994539;0.812433;NULL;LV2.116;7
LV2.116 Bus 61;0.97513;1.01082;NULL;LV2.116;7
LV2.116 Bus 90;0.98248;0.622624;NULL;LV2.116;7
LV2.116 Bus 33;0.987569;0.652057;NULL;LV2.116;7
LV2.116 Bus 88;0.97758;0.739932;NULL;LV2.116;7
LV2.116 Bus 102;0.976371;0.783938;NULL;LV2.116;7
LV2.116 Bus 2;0.974443;0.894467;NULL;LV2.116;7
LV2.116 Bus 57;0.974412;0.90119;NULL;LV2.116;7
LV2.116 Bus 87;0.995445;0.834852;NULL;LV2.116;7
LV2.116 Bus 36;0.984766;0.622696;NULL;LV2.116;7
LV2.116 Bus 56;0.975595;0.813595;NULL;LV2.116;7
LV2.116 Bus 55;0.991515;0.692155;NULL;LV2.116;7
LV2.116 Bus 59;0.980135;0.669535;NULL;LV2.116;7
LV2.116 Bus 70;0.979842;0.676388;NULL;LV2.116;7
LV2.116 Bus 51;0.988934;0.651657;NULL;LV2.116;7
LV2.116 Bus 62;0.987901;0.651958;NULL;LV2.116;7
LV2.116 Bus 30;0.973134;0.96982;NULL;LV2.116;7
LV2.116 Bus 3;0.988907;0.649072;NULL;LV2.116;7
LV2.116 Bus 4;0.979755;0.678484;NULL;LV2.116;7
LV2.116 Bus 52;0.975119;0.993663;NULL;LV2.116;7
LV2.116 Bus 32;0.975465;0.819683;NULL;LV2.116;7
LV2.116 Bus 5;0.992068;0.714142;NULL;LV2.116;7
LV2.116 Bus 35;0.988474;0.651791;NULL;LV2.116;7
LV2.116 Bus 24;0.992239;0.727671;NULL;LV2.116;7
LV2.116 Bus 11;0.97343;0.969734;NULL;LV2.116;7
LV2.116 Bus 80;0.986302;0.603123;NULL;LV2.116;7
LV2.116 Bus 50;0.992048;0.712299;NULL;LV2.116;7
LV2.116 Bus 8;0.981541;0.622902;NULL;LV2.116;7
LV2.116 Bus 45;0.992453;0.740769;NULL;LV2.116;7
LV2.116 Bus 85;0.985258;0.600325;NULL;LV2.116;7
LV2.116 Bus 1;0.987974;0.586648;NULL;LV2.116;7
LV2.116 Bus 46;0.973015;0.969855;NULL;LV2.116;7
LV2.116 Bus 10;0.97437;0.969468;NULL;LV2.116;7
LV2.116 Bus 92;0.988626;0.599301;NULL;LV2.116;7
LV2.116 Bus 65;0.988695;0.621513;NULL;LV2.116;7
LV2.116 Bus 9;0.981414;0.622937;NULL;LV2.116;7
LV2.116 Bus 28;0.974001;0.969572;NULL;LV2.116;7
LV2.116 Bus 7;0.979623;0.681902;NULL;LV2.116;7
LV2.116 Bus 6;0.984546;0.607993;NULL;LV2.116;7
LV2.116 Bus 19;0.988629;0.567589;NULL;LV2.116;7
LV2.116 Bus 95;0.97494;1.01088;NULL;LV2.116;7
LV2.116 Bus 34;0.981607;0.622882;NULL;LV2.116;7
LV2.116 Bus 42;0.9746;1.01097;NULL;LV2.116;7
LV2.116 Bus 71;0.982585;0.631812;NULL;LV2.116;7
LV2.116 Bus 20;0.975186;0.997148;NULL;LV2.116;7
LV2.116 Bus 12;0.985249;0.615188;NULL;LV2.116;7
LV2.116 Bus 18;0.984661;0.622726;NULL;LV2.116;7
LV2.116 Bus 29;0.975072;0.839462;NULL;LV2.116;7
LV2.116 Bus 49;0.97628;0.78707;NULL;LV2.116;7
LV2.116 Bus 25;0.982948;0.622486;NULL;LV2.116;7
LV2.116 Bus 68;0.987808;0.575039;NULL;LV2.116;7
LV2.116 Bus 89;0.983935;0.6222;NULL;LV2.116;7
LV2.116 Bus 26;0.974547;0.959547;NULL;LV2.116;7
LV2.116 Bus 73;0.981581;0.62289;NULL;LV2.116;7
LV2.116 Bus 43;0.988724;0.627352;NULL;LV2.116;7
LV2.116 Bus 91;0.986935;0.596547;NULL;LV2.116;7
LV2.116 Bus 40;0.975475;1.01073;NULL;LV2.116;7
LV2.116 Bus 78;0.974368;0.930994;NULL;LV2.116;7
LV2.116 Bus 63;0.98834;0.65183;NULL;LV2.116;7
LV2.116 Bus 39;0.976886;0.767118;NULL;LV2.116;7
LV2.116 Bus 75;0.974761;1.01093;NULL;LV2.116;7
LV2.116 Bus 31;0.982114;0.622732;NULL;LV2.116;7
LV2.116 Bus 67;0.9737;0.969657;NULL;LV2.116;7
LV2.116 Bus 83;0.982;0.622765;NULL;LV2.116;7
LV2.116 Bus 86;0.991777;0.702228;NULL;LV2.116;7
LV2.116 Bus 17;0.987611;0.652045;NULL;LV2.116;7
LV2.116 Bus 84;0.988042;0.584467;NULL;LV2.116;7
LV2.116 Bus 96;0.988601;0.580633;NULL;LV2.116;7
LV2.116 Bus 77;0.987585;0.652052;NULL;LV2.116;7
LV2.116 Bus 44;0.980615;0.659796;NULL;LV2.116;7
LV2.116 Bus 100;0.987858;0.651971;NULL;LV2.116;7
LV2.116 Bus 66;0.993314;0.777238;NULL;LV2.116;7
LV2.116 Bus 74;0.988233;0.651861;NULL;LV2.116;7
LV2.117 Bus 23;0.977422;0.744391;NULL;LV2.117;7
LV2.117 Bus 53;0.97454;1.01345;NULL;LV2.117;7
LV2.117 Bus 41;0.995355;0.837302;NULL;LV2.117;7
LV2.117 Bus 13;0.977535;0.740503;NULL;LV2.117;7
LV2.117 Bus 99;0.992762;0.762685;NULL;LV2.117;7
LV2.117 Bus 14;0.977924;0.728598;NULL;LV2.117;7
LV2.117 Bus 81;0.980292;0.666088;NULL;LV2.117;7
LV2.117 Bus 15;0.993089;0.775421;NULL;LV2.117;7
LV2.117 Bus 103;0.981946;0.625161;NULL;LV2.117;7
LV2.117 Bus 69;0.983351;0.62475;NULL;LV2.117;7
LV2.117 Bus 27;0.975552;0.813665;NULL;LV2.117;7
LV2.117 Bus 93;0.977727;0.734506;NULL;LV2.117;7
LV2.117 Bus 16;0.988349;0.574737;NULL;LV2.117;7
LV2.117 Bus 94;0.974736;0.857266;NULL;LV2.117;7
LV2.117 Bus 79;0.987496;0.654465;NULL;LV2.117;7
LV2.117 Bus 38;0.984566;0.625135;NULL;LV2.117;7
LV2.117 Bus 97;0.992646;0.757809;NULL;LV2.117;7
LV2.117 Bus 58;0.978673;0.706999;NULL;LV2.117;7
LV2.117 Bus 72;0.985646;0.611598;NULL;LV2.117;7
LV2.117 Bus 82;0.988408;0.654197;NULL;LV2.117;7
LV2.117 Bus 21;0.97451;0.878445;NULL;LV2.117;7
LV2.117 Bus 101;0.993897;0.800237;NULL;LV2.117;7
LV2.117 Bus 22;0.984647;0.624376;NULL;LV2.117;7
LV2.117 Bus 37;0.994439;0.814881;NULL;LV2.117;7
LV2.117 Bus 61;0.975029;1.01331;NULL;LV2.117;7
LV2.117 Bus 90;0.982379;0.625034;NULL;LV2.117;7
LV2.117 Bus 33;0.987469;0.654473;NULL;LV2.117;7
LV2.117 Bus 88;0.977478;0.742366;NULL;LV2.117;7
LV2.117 Bus 102;0.97627;0.786382;NULL;LV2.117;7
LV2.117 Bus 2;0.974341;0.896934;NULL;LV2.117;7
LV2.117 Bus 57;0.97431;0.903658;NULL;LV2.117;7
LV2.117 Bus 87;0.995345;0.837305;NULL;LV2.117;7
LV2.117 Bus 36;0.984665;0.625106;NULL;LV2.117;7
LV2.117 Bus 56;0.975493;0.816044;NULL;LV2.117;7
LV2.117 Bus 55;0.991415;0.694579;NULL;LV2.117;7
LV2.117 Bus 59;0.980034;0.671955;NULL;LV2.117;7
LV2.117 Bus 70;0.979741;0.678809;NULL;LV2.117;7
LV2.117 Bus 51;0.988833;0.654072;NULL;LV2.117;7
LV2.117 Bus 62;0.9878;0.654374;NULL;LV2.117;7
LV2.117 Bus 30;0.973033;0.972302;NULL;LV2.117;7
LV2.117 Bus 3;0.988807;0.651488;NULL;LV2.117;7
LV2.117 Bus 4;0.979654;0.680906;NULL;LV2.117;7
LV2.117 Bus 52;0.975018;0.99615;NULL;LV2.117;7
LV2.117 Bus 32;0.975363;0.822134;NULL;LV2.117;7
LV2.117 Bus 5;0.991968;0.716571;NULL;LV2.117;7
LV2.117 Bus 35;0.988373;0.654207;NULL;LV2.117;7
LV2.117 Bus 24;0.992139;0.730102;NULL;LV2.117;7
LV2.117 Bus 11;0.973328;0.972217;NULL;LV2.117;7
LV2.117 Bus 80;0.986202;0.605529;NULL;LV2.117;7
LV2.117 Bus 50;0.991948;0.714728;NULL;LV2.117;7
LV2.117 Bus 8;0.98144;0.625312;NULL;LV2.117;7
LV2.117 Bus 45;0.992353;0.743203;NULL;LV2.117;7
LV2.117 Bus 85;0.985157;0.602731;NULL;LV2.117;7
LV2.117 Bus 1;0.987874;0.589051;NULL;LV2.117;7
LV2.117 Bus 46;0.972913;0.972338;NULL;LV2.117;7
LV2.117 Bus 10;0.974268;0.971951;NULL;LV2.117;7
LV2.117 Bus 92;0.988525;0.601707;NULL;LV2.117;7
LV2.117 Bus 65;0.988595;0.623923;NULL;LV2.117;7
LV2.117 Bus 9;0.981313;0.625347;NULL;LV2.117;7
LV2.117 Bus 28;0.973899;0.972055;NULL;LV2.117;7
LV2.117 Bus 7;0.979521;0.684325;NULL;LV2.117;7
LV2.117 Bus 6;0.984445;0.6104;NULL;LV2.117;7
LV2.117 Bus 19;0.988529;0.569988;NULL;LV2.117;7
LV2.117 Bus 95;0.974838;1.01337;NULL;LV2.117;7
LV2.117 Bus 34;0.981506;0.625292;NULL;LV2.117;7
LV2.117 Bus 42;0.974498;1.01346;NULL;LV2.117;7
LV2.117 Bus 71;0.982484;0.634224;NULL;LV2.117;7
LV2.117 Bus 20;0.975084;0.999636;NULL;LV2.117;7
LV2.117 Bus 12;0.985149;0.617596;NULL;LV2.117;7
LV2.117 Bus 18;0.984561;0.625136;NULL;LV2.117;7
LV2.117 Bus 29;0.97497;0.841917;NULL;LV2.117;7
LV2.117 Bus 49;0.976179;0.789514;NULL;LV2.117;7
LV2.117 Bus 25;0.982847;0.624897;NULL;LV2.117;7
LV2.117 Bus 68;0.987708;0.57744;NULL;LV2.117;7
LV2.117 Bus 89;0.983835;0.62461;NULL;LV2.117;7
LV2.117 Bus 26;0.974445;0.962027;NULL;LV2.117;7
LV2.117 Bus 73;0.98148;0.6253;NULL;LV2.117;7
LV2.117 Bus 43;0.988623;0.629763;NULL;LV2.117;7
LV2.117 Bus 91;0.986834;0.598951;NULL;LV2.117;7
LV2.117 Bus 40;0.975373;1.01322;NULL;LV2.117;7
LV2.117 Bus 78;0.974267;0.933468;NULL;LV2.117;7
LV2.117 Bus 63;0.988239;0.654246;NULL;LV2.117;7
LV2.117 Bus 39;0.976784;0.769558;NULL;LV2.117;7
LV2.117 Bus 75;0.974659;1.01342;NULL;LV2.117;7
LV2.117 Bus 31;0.982013;0.625142;NULL;LV2.117;7
LV2.117 Bus 67;0.973598;0.97214;NULL;LV2.117;7
LV2.117 Bus 83;0.981899;0.625175;NULL;LV2.117;7
LV2.117 Bus 86;0.991677;0.704654;NULL;LV2.117;7
LV2.117 Bus 17;0.98751;0.654461;NULL;LV2.117;7
LV2.117 Bus 84;0.987942;0.586869;NULL;LV2.117;7
LV2.117 Bus 96;0.9885;0.583035;NULL;LV2.117;7
LV2.117 Bus 77;0.987484;0.654468;NULL;LV2.117;7
LV2.117 Bus 44;0.980514;0.662214;NULL;LV2.117;7
LV2.117 Bus 100;0.987757;0.654387;NULL;LV2.117;7
LV2.117 Bus 66;0.993214;0.779679;NULL;LV2.117;7
LV2.117 Bus 74;0.988133;0.654277;NULL;LV2.117;7
LV2.118 Bus 23;0.977349;0.745635;NULL;LV2.118;7
LV2.118 Bus 53;0.974467;1.01473;NULL;LV2.118;7
LV2.118 Bus 41;0.995283;0.838558;NULL;LV2.118;7
LV2.118 Bus 13;0.977463;0.741746;NULL;LV2.118;7
LV2.118 Bus 99;0.99269;0.763931;NULL;LV2.118;7
LV2.118 Bus 14;0.977851;0.729839;NULL;LV2.118;7
LV2.118 Bus 81;0.98022;0.66732;NULL;LV2.118;7
LV2.118 Bus 15;0.993017;0.776668;NULL;LV2.118;7
LV2.118 Bus 103;0.981873;0.626387;NULL;LV2.118;7
LV2.118 Bus 69;0.983279;0.625976;NULL;LV2.118;7
LV2.118 Bus 27;0.975479;0.814919;NULL;LV2.118;7
LV2.118 Bus 93;0.977654;0.735748;NULL;LV2.118;7
LV2.118 Bus 16;0.988277;0.575956;NULL;LV2.118;7
LV2.118 Bus 94;0.974663;0.858527;NULL;LV2.118;7
LV2.118 Bus 79;0.987424;0.655695;NULL;LV2.118;7
LV2.118 Bus 38;0.984493;0.626361;NULL;LV2.118;7
LV2.118 Bus 97;0.992574;0.759054;NULL;LV2.118;7
LV2.118 Bus 58;0.978601;0.708237;NULL;LV2.118;7
LV2.118 Bus 72;0.985573;0.612822;NULL;LV2.118;7
LV2.118 Bus 82;0.988336;0.655427;NULL;LV2.118;7
LV2.118 Bus 21;0.974437;0.879709;NULL;LV2.118;7
LV2.118 Bus 101;0.993825;0.801488;NULL;LV2.118;7
LV2.118 Bus 22;0.984574;0.625601;NULL;LV2.118;7
LV2.118 Bus 37;0.994367;0.816134;NULL;LV2.118;7
LV2.118 Bus 61;0.974956;1.0146;NULL;LV2.118;7
LV2.118 Bus 90;0.982306;0.62626;NULL;LV2.118;7
LV2.118 Bus 33;0.987397;0.655703;NULL;LV2.118;7
LV2.118 Bus 88;0.977405;0.74361;NULL;LV2.118;7
LV2.118 Bus 102;0.976197;0.787632;NULL;LV2.118;7
LV2.118 Bus 2;0.974268;0.8982;NULL;LV2.118;7
LV2.118 Bus 57;0.974237;0.904925;NULL;LV2.118;7
LV2.118 Bus 87;0.995274;0.838561;NULL;LV2.118;7
LV2.118 Bus 36;0.984593;0.626332;NULL;LV2.118;7
LV2.118 Bus 56;0.97542;0.817299;NULL;LV2.118;7
LV2.118 Bus 55;0.991343;0.695815;NULL;LV2.118;7
LV2.118 Bus 59;0.979961;0.673187;NULL;LV2.118;7
LV2.118 Bus 70;0.979668;0.680043;NULL;LV2.118;7
LV2.118 Bus 51;0.988761;0.655302;NULL;LV2.118;7
LV2.118 Bus 62;0.987728;0.655604;NULL;LV2.118;7
LV2.118 Bus 30;0.972959;0.97358;NULL;LV2.118;7
LV2.118 Bus 3;0.988735;0.652717;NULL;LV2.118;7
LV2.118 Bus 4;0.979581;0.68214;NULL;LV2.118;7
LV2.118 Bus 52;0.974945;0.997431;NULL;LV2.118;7
LV2.118 Bus 32;0.97529;0.823389;NULL;LV2.118;7
LV2.118 Bus 5;0.991896;0.71781;NULL;LV2.118;7
LV2.118 Bus 35;0.988301;0.655437;NULL;LV2.118;7
LV2.118 Bus 24;0.992067;0.731343;NULL;LV2.118;7
LV2.118 Bus 11;0.973255;0.973494;NULL;LV2.118;7
LV2.118 Bus 80;0.98613;0.606752;NULL;LV2.118;7
LV2.118 Bus 50;0.991876;0.715966;NULL;LV2.118;7
LV2.118 Bus 8;0.981367;0.626538;NULL;LV2.118;7
LV2.118 Bus 45;0.992281;0.744446;NULL;LV2.118;7
LV2.118 Bus 85;0.985085;0.603953;NULL;LV2.118;7
LV2.118 Bus 1;0.987802;0.590272;NULL;LV2.118;7
LV2.118 Bus 46;0.97284;0.973616;NULL;LV2.118;7
LV2.118 Bus 10;0.974195;0.973228;NULL;LV2.118;7
LV2.118 Bus 92;0.988453;0.602929;NULL;LV2.118;7
LV2.118 Bus 65;0.988523;0.625148;NULL;LV2.118;7
LV2.118 Bus 9;0.981241;0.626573;NULL;LV2.118;7
LV2.118 Bus 28;0.973826;0.973332;NULL;LV2.118;7
LV2.118 Bus 7;0.979449;0.685559;NULL;LV2.118;7
LV2.118 Bus 6;0.984373;0.611624;NULL;LV2.118;7
LV2.118 Bus 19;0.988457;0.571205;NULL;LV2.118;7
LV2.118 Bus 95;0.974765;1.01465;NULL;LV2.118;7
LV2.118 Bus 34;0.981433;0.626518;NULL;LV2.118;7
LV2.118 Bus 42;0.974425;1.01474;NULL;LV2.118;7
LV2.118 Bus 71;0.982411;0.635451;NULL;LV2.118;7
LV2.118 Bus 20;0.975011;1.00092;NULL;LV2.118;7
LV2.118 Bus 12;0.985076;0.618821;NULL;LV2.118;7
LV2.118 Bus 18;0.984488;0.626362;NULL;LV2.118;7
LV2.118 Bus 29;0.974897;0.843176;NULL;LV2.118;7
LV2.118 Bus 49;0.976106;0.790764;NULL;LV2.118;7
LV2.118 Bus 25;0.982775;0.626122;NULL;LV2.118;7
LV2.118 Bus 68;0.987636;0.578659;NULL;LV2.118;7
LV2.118 Bus 89;0.983762;0.625835;NULL;LV2.118;7
LV2.118 Bus 26;0.974372;0.963304;NULL;LV2.118;7
LV2.118 Bus 73;0.981407;0.626526;NULL;LV2.118;7
LV2.118 Bus 43;0.988551;0.630989;NULL;LV2.118;7
LV2.118 Bus 91;0.986762;0.600173;NULL;LV2.118;7
LV2.118 Bus 40;0.9753;1.0145;NULL;LV2.118;7
LV2.118 Bus 78;0.974193;0.93474;NULL;LV2.118;7
LV2.118 Bus 63;0.988167;0.655476;NULL;LV2.118;7
LV2.118 Bus 39;0.976711;0.770806;NULL;LV2.118;7
LV2.118 Bus 75;0.974586;1.0147;NULL;LV2.118;7
LV2.118 Bus 31;0.98194;0.626368;NULL;LV2.118;7
LV2.118 Bus 67;0.973525;0.973417;NULL;LV2.118;7
LV2.118 Bus 83;0.981827;0.626401;NULL;LV2.118;7
LV2.118 Bus 86;0.991605;0.705892;NULL;LV2.118;7
LV2.118 Bus 17;0.987438;0.655691;NULL;LV2.118;7
LV2.118 Bus 84;0.98787;0.588089;NULL;LV2.118;7
LV2.118 Bus 96;0.988428;0.584254;NULL;LV2.118;7
LV2.118 Bus 77;0.987412;0.655698;NULL;LV2.118;7
LV2.118 Bus 44;0.980441;0.663446;NULL;LV2.118;7
LV2.118 Bus 100;0.987685;0.655617;NULL;LV2.118;7
LV2.118 Bus 66;0.993143;0.780927;NULL;LV2.118;7
LV2.118 Bus 74;0.988061;0.655507;NULL;LV2.118;7
LV2.119 Bus 23;0.977321;0.74541;NULL;LV2.119;7
LV2.119 Bus 53;0.974439;1.01452;NULL;LV2.119;7
LV2.119 Bus 41;0.995255;0.838339;NULL;LV2.119;7
LV2.119 Bus 13;0.977434;0.741521;NULL;LV2.119;7
LV2.119 Bus 99;0.992663;0.763707;NULL;LV2.119;7
LV2.119 Bus 14;0.977823;0.729614;NULL;LV2.119;7
LV2.119 Bus 81;0.980192;0.667091;NULL;LV2.119;7
LV2.119 Bus 15;0.99299;0.776445;NULL;LV2.119;7
LV2.119 Bus 103;0.981845;0.626156;NULL;LV2.119;7
LV2.119 Bus 69;0.983251;0.625744;NULL;LV2.119;7
LV2.119 Bus 27;0.97545;0.814698;NULL;LV2.119;7
LV2.119 Bus 93;0.977626;0.735523;NULL;LV2.119;7
LV2.119 Bus 16;0.988249;0.575722;NULL;LV2.119;7
LV2.119 Bus 94;0.974635;0.858309;NULL;LV2.119;7
LV2.119 Bus 79;0.987396;0.655465;NULL;LV2.119;7
LV2.119 Bus 38;0.984465;0.626129;NULL;LV2.119;7
LV2.119 Bus 97;0.992546;0.75883;NULL;LV2.119;7
LV2.119 Bus 58;0.978573;0.70801;NULL;LV2.119;7
LV2.119 Bus 72;0.985545;0.61259;NULL;LV2.119;7
LV2.119 Bus 82;0.988308;0.655197;NULL;LV2.119;7
LV2.119 Bus 21;0.974408;0.879492;NULL;LV2.119;7
LV2.119 Bus 101;0.993798;0.801267;NULL;LV2.119;7
LV2.119 Bus 22;0.984546;0.62537;NULL;LV2.119;7
LV2.119 Bus 37;0.99434;0.815914;NULL;LV2.119;7
LV2.119 Bus 61;0.974928;1.01439;NULL;LV2.119;7
LV2.119 Bus 90;0.982278;0.626028;NULL;LV2.119;7
LV2.119 Bus 33;0.987369;0.655473;NULL;LV2.119;7
LV2.119 Bus 88;0.977377;0.743385;NULL;LV2.119;7
LV2.119 Bus 102;0.976169;0.78741;NULL;LV2.119;7
LV2.119 Bus 2;0.974239;0.897985;NULL;LV2.119;7
LV2.119 Bus 57;0.974209;0.90471;NULL;LV2.119;7
LV2.119 Bus 87;0.995246;0.838342;NULL;LV2.119;7
LV2.119 Bus 36;0.984565;0.626101;NULL;LV2.119;7
LV2.119 Bus 56;0.975392;0.817078;NULL;LV2.119;7
LV2.119 Bus 55;0.991315;0.695588;NULL;LV2.119;7
LV2.119 Bus 59;0.979933;0.672959;NULL;LV2.119;7
LV2.119 Bus 70;0.97964;0.679814;NULL;LV2.119;7
LV2.119 Bus 51;0.988734;0.655073;NULL;LV2.119;7
LV2.119 Bus 62;0.9877;0.655375;NULL;LV2.119;7
LV2.119 Bus 30;0.972931;0.973369;NULL;LV2.119;7
LV2.119 Bus 3;0.988707;0.652488;NULL;LV2.119;7
LV2.119 Bus 4;0.979553;0.681912;NULL;LV2.119;7
LV2.119 Bus 52;0.974916;0.997221;NULL;LV2.119;7
LV2.119 Bus 32;0.975262;0.823169;NULL;LV2.119;7
LV2.119 Bus 5;0.991868;0.717584;NULL;LV2.119;7
LV2.119 Bus 35;0.988274;0.655207;NULL;LV2.119;7
LV2.119 Bus 24;0.992039;0.731118;NULL;LV2.119;7
LV2.119 Bus 11;0.973227;0.973283;NULL;LV2.119;7
LV2.119 Bus 80;0.986102;0.60652;NULL;LV2.119;7
LV2.119 Bus 50;0.991848;0.71574;NULL;LV2.119;7
LV2.119 Bus 8;0.981339;0.626307;NULL;LV2.119;7
LV2.119 Bus 45;0.992253;0.744221;NULL;LV2.119;7
LV2.119 Bus 85;0.985057;0.603721;NULL;LV2.119;7
LV2.119 Bus 1;0.987774;0.590038;NULL;LV2.119;7
LV2.119 Bus 46;0.972812;0.973404;NULL;LV2.119;7
LV2.119 Bus 10;0.974167;0.973017;NULL;LV2.119;7
LV2.119 Bus 92;0.988426;0.602696;NULL;LV2.119;7
LV2.119 Bus 65;0.988495;0.624917;NULL;LV2.119;7
LV2.119 Bus 9;0.981213;0.626342;NULL;LV2.119;7
LV2.119 Bus 28;0.973798;0.973121;NULL;LV2.119;7
LV2.119 Bus 7;0.979421;0.685331;NULL;LV2.119;7
LV2.119 Bus 6;0.984345;0.611392;NULL;LV2.119;7
LV2.119 Bus 19;0.988429;0.570971;NULL;LV2.119;7
LV2.119 Bus 95;0.974737;1.01444;NULL;LV2.119;7
LV2.119 Bus 34;0.981405;0.626287;NULL;LV2.119;7
LV2.119 Bus 42;0.974397;1.01454;NULL;LV2.119;7
LV2.119 Bus 71;0.982383;0.63522;NULL;LV2.119;7
LV2.119 Bus 20;0.974983;1.00071;NULL;LV2.119;7
LV2.119 Bus 12;0.985048;0.618589;NULL;LV2.119;7
LV2.119 Bus 18;0.98446;0.626131;NULL;LV2.119;7
LV2.119 Bus 29;0.974869;0.842957;NULL;LV2.119;7
LV2.119 Bus 49;0.976078;0.790542;NULL;LV2.119;7
LV2.119 Bus 25;0.982747;0.625891;NULL;LV2.119;7
LV2.119 Bus 68;0.987608;0.578425;NULL;LV2.119;7
LV2.119 Bus 89;0.983734;0.625604;NULL;LV2.119;7
LV2.119 Bus 26;0.974344;0.963092;NULL;LV2.119;7
LV2.119 Bus 73;0.981379;0.626295;NULL;LV2.119;7
LV2.119 Bus 43;0.988524;0.630758;NULL;LV2.119;7
LV2.119 Bus 91;0.986734;0.599941;NULL;LV2.119;7
LV2.119 Bus 40;0.975272;1.0143;NULL;LV2.119;7
LV2.119 Bus 78;0.974165;0.934527;NULL;LV2.119;7
LV2.119 Bus 63;0.988139;0.655246;NULL;LV2.119;7
LV2.119 Bus 39;0.976683;0.770583;NULL;LV2.119;7
LV2.119 Bus 75;0.974558;1.01449;NULL;LV2.119;7
LV2.119 Bus 31;0.981912;0.626136;NULL;LV2.119;7
LV2.119 Bus 67;0.973496;0.973206;NULL;LV2.119;7
LV2.119 Bus 83;0.981799;0.62617;NULL;LV2.119;7
LV2.119 Bus 86;0.991577;0.705665;NULL;LV2.119;7
LV2.119 Bus 17;0.98741;0.655461;NULL;LV2.119;7
LV2.119 Bus 84;0.987842;0.587856;NULL;LV2.119;7
LV2.119 Bus 96;0.9884;0.584021;NULL;LV2.119;7
LV2.119 Bus 77;0.987384;0.655469;NULL;LV2.119;7
LV2.119 Bus 44;0.980413;0.663216;NULL;LV2.119;7
LV2.119 Bus 100;0.987657;0.655387;NULL;LV2.119;7
LV2.119 Bus 66;0.993115;0.780704;NULL;LV2.119;7
LV2.119 Bus 74;0.988033;0.655277;NULL;LV2.119;7
LV2.120 Bus 23;0.997616;1.26779;NULL;LV2.120;7
LV2.120 Bus 53;0.994794;1.526;NULL;LV2.120;7
LV2.120 Bus 41;1.01519;1.35722;NULL;LV2.120;7
LV2.120 Bus 13;0.997728;1.26406;NULL;LV2.120;7
LV2.120 Bus 99;1.01265;1.2855;NULL;LV2.120;7
LV2.120 Bus 14;0.998108;1.25263;NULL;LV2.120;7
LV2.120 Bus 81;1.00043;1.19262;NULL;LV2.120;7
LV2.120 Bus 15;1.01297;1.29774;NULL;LV2.120;7
LV2.120 Bus 103;1.00205;1.15333;NULL;LV2.120;7
LV2.120 Bus 69;1.00342;1.15293;NULL;LV2.120;7
